N,Time,1.INT,1.PFMIN,1.PFMAJ,2.INT,2.PFMIN,2.PFMAJ,3.INT,3.PFMIN,3.PFMAJ,4.INT,4.PFMIN,4.PFMAJ,5.INT,5.PFMIN,5.PFMAJ,6.INT,6.PFMIN,6.PFMAJ,7.INT,7.PFMIN,7.PFMAJ,8.INT,8.PFMIN,8.PFMAJ,9.INT,9.PFMIN,9.PFMAJ,10.INT,10.PFMIN,10.PFMAJ
60800064,36494919,4,538,0,4,538,0,4,538,0,7,538,0,6,538,0,4,538,0,4,538,0,3,538,0,4,538,0,4,538,0
62400064,37701209,6,418,0,4,418,0,4,418,0,4,418,0,4,418,0,4,418,0,4,418,0,4,418,0,4,418,0,4,418,0
64000064,40068315,4,809,0,4,809,0,4,809,0,4,809,0,4,809,0,4,809,0,4,809,0,4,809,0,4,809,0,5,809,0
65600064,40750270,4,688,0,4,688,0,4,688,0,4,688,0,4,688,0,4,688,0,4,688,0,4,688,0,4,688,0,5,688,0
67200064,41481582,4,568,0,5,568,0,5,568,0,7,568,0,4,568,0,4,568,0,4,568,0,4,568,0,5,568,0,5,568,0
68800064,42029832,5,447,0,5,447,0,5,447,0,5,447,0,4,447,0,5,447,0,5,447,0,4,447,0,4,447,0,5,447,0
70400064,43263516,4,327,0,6,327,0,5,327,0,4,327,0,5,327,0,4,327,0,4,327,0,5,327,0,4,327,0,5,327,0
72000064,46219063,5,718,0,5,718,0,5,718,0,5,718,0,7,718,0,5,718,0,4,718,0,5,718,0,5,718,0,5,718,0
73600064,45910812,5,597,0,13,597,0,5,597,0,5,597,0,5,597,0,5,597,0,5,597,0,5,597,0,5,597,0,5,597,0
75200064,46780402,5,477,0,5,477,0,5,477,0,5,477,0,5,477,0,5,477,0,5,477,0,5,477,0,5,477,0,5,477,0
76800064,47698980,6,357,0,5,357,0,7,357,0,5,357,0,5,357,0,6,357,0,5,357,0,5,357,0,5,357,0,5,357,0
78400064,50068630,5,747,0,5,747,0,5,747,0,5,747,0,5,747,0,5,747,0,5,747,0,5,747,0,6,747,0,7,747,0
80000064,1844674406992274254,5,627,0,5,627,0,5,627,0,6,627,0,6,627,0,6,627,0,5,627,0,5,627,0,5,627,0,5,627,0
96000064,61969656,6,445,0,7,445,0,7,445,0,6,445,0,7,445,0,8,445,0,6,445,0,6,445,0,7,445,0,7,445,0
112000064,75179395,8,774,0,8,774,0,8,774,0,8,774,0,8,774,0,8,774,0,8,774,0,8,774,0,8,774,0,8,774,0
128000064,86075985,9,593,0,9,593,0,9,593,0,9,593,0,9,593,0,9,593,0,9,593,0,10,593,0,9,593,0,9,593,0
