N,Time,1.INT,1.PFMIN,1.PFMAJ,2.INT,2.PFMIN,2.PFMAJ,3.INT,3.PFMIN,3.PFMAJ,4.INT,4.PFMIN,4.PFMAJ,5.INT,5.PFMIN,5.PFMAJ,6.INT,6.PFMIN,6.PFMAJ,7.INT,7.PFMIN,7.PFMAJ,8.INT,8.PFMIN,8.PFMAJ,9.INT,9.PFMIN,9.PFMAJ,10.INT,10.PFMIN,10.PFMAJ
7744,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
7904,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
8064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
9664,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
11264,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
12864,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
14464,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0
16064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
17664,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
19264,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
20864,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
22464,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
24064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0
25664,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0
27264,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0
28864,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0
30464,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0
32064,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,1,6,0,2,6,0
33664,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0
35264,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0
36864,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0
38464,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
40064,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,2,6,0,1,6,0,1,6,0
41664,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,7,0,1,6,0
43264,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
44864,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
46464,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
48064,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
49664,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0
51264,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
52864,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
54464,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
56064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
57664,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,9,6,0,1,6,0,1,6,0,1,6,0
59264,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0
60864,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
62464,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
64064,0,1,6,0,1,6,0,2,6,0,2,7,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0
65664,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0
67264,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0
68864,0,2,6,0,2,6,0,2,6,0,3,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0
70464,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0
72064,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0
73664,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0
75264,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
76864,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
78464,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,1,6,0,1,6,0,1,6,0
80064,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
96064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
112064,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0
128064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
144064,0,1,10,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
160064,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
176064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
192064,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
208064,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0
224064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
240064,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0
256064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0
272064,0,1,73,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
288064,0,2,6,0,3,3,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,4,6,0,1,6,0,1,6,0
304064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
320064,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
336064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
352064,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
368064,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0
384064,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
400064,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0
416064,0,2,10,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
432064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
448064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0
464064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0
480064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
496064,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
512064,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
528064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0
544064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
560064,0,2,10,0,2,6,0,2,6,0,2,6,0,10,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0
576064,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
592064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
608064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
624064,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0
640064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
656064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
672064,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
688064,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
704064,0,2,10,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0
720064,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
736064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0
752064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0
768064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0
784064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
800064,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
960064,0,1,46,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
1120064,0,2,45,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0
1280064,0,1,45,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0
1440064,0,1,45,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0
1600064,0,1,45,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0
1760064,0,1,45,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0
1920064,0,2,45,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0
2080064,0,1,45,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0
2240064,0,2,45,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0
2400064,0,1,45,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0
2560064,0,2,45,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0
2720064,0,1,45,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0
2880064,0,1,45,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0
3040064,0,2,45,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0
3200064,0,1,45,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,1,6,0,1,6,0,1,6,0
3360064,0,1,45,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0
3520064,0,1,46,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0
3680064,0,1,45,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0
3840064,0,2,45,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0
4000064,0,1,45,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0
4160064,0,1,45,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0
4320064,0,2,45,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0
4480064,0,2,45,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0
4640064,0,2,45,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0
4800064,0,2,45,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0
4960064,0,2,45,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0
5120064,0,2,45,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0
5280064,0,2,45,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0
5440064,0,1,45,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0
5600064,0,1,45,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0
5760064,0,1,45,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0
5920064,0,1,45,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,2,6,0,2,6,0
6080064,0,2,46,0,1,6,0,1,6,0,1,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0
6240064,0,1,45,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0
6400064,0,2,45,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,2,6,0
6560064,0,2,45,0,2,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0
6720064,0,2,45,0,2,6,0,1,6,0,2,6,0,2,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0
6880064,0,1,45,0,2,6,0,3,3,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0
7040064,0,2,45,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0
7200064,0,2,45,0,2,6,0,1,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0
7360064,0,1,45,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0
7520064,0,2,45,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0
7680064,0,1,45,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,2,6,0
7840064,0,2,45,0,2,6,0,1,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0
8000064,0,1,45,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0,1,6,0,4,6,0,2,6,0
9600064,0,2,397,0,1,6,0,1,6,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0
11200064,0,1,397,0,2,6,0,2,6,0,1,6,0,1,6,0,2,6,0,2,6,0,2,6,0,1,6,0,1,6,0
12800064,0,2,576,0,1,6,0,2,6,0,2,6,0,1,6,0,2,6,0,2,6,0,1,6,0,2,6,0,2,6,0
14400064,0,2,396,0,1,6,0,2,6,0,2,6,0,1,6,0,2,6,0,2,6,0,1,6,0,2,6,0,2,6,0
16000064,0,2,397,0,1,6,0,2,6,0,2,6,0,1,6,0,2,6,0,2,6,0,1,6,0,2,6,0,2,6,0
17600064,0,2,397,0,2,6,0,2,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,2,6,0
19200064,0,2,396,0,2,6,0,2,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,2,6,0
20800064,0,2,397,0,2,6,0,1,6,0,2,6,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0
22400064,0,2,396,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
24000064,0,2,397,0,1,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,1,6,0,2,6,0
25600064,0,2,397,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
27200064,0,3,396,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,4,6,0,2,6,0
28800064,0,2,397,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0
30400064,0,3,397,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,2,6,0,3,6,0
32000064,0,5,396,0,3,6,0,2,6,0,2,6,0,2,6,0,3,6,0,2,6,0,2,6,0,2,6,0,2,6,0
33600064,0,3,545,0,4,545,0,3,545,0,3,545,0,3,545,0,3,545,0,3,545,0,2,545,0,3,545,0,3,545,0
35200064,0,3,424,0,3,424,0,3,424,0,3,424,0,3,424,0,3,424,0,3,424,0,3,424,0,3,424,0,3,424,0
36800064,0,3,815,0,4,815,0,3,815,0,3,815,0,3,815,0,3,815,0,4,815,0,3,815,0,3,815,0,3,815,0
38400064,0,3,184,0,3,184,0,3,184,0,3,184,0,3,184,0,3,184,0,4,184,0,3,184,0,3,184,0,3,184,0
40000064,0,4,574,0,4,574,0,3,574,0,3,574,0,3,574,0,3,574,0,3,574,0,3,574,0,3,574,0,3,574,0
