N,Time,1.INT,1.PFMIN,2.INT,2.PFMIN,3.INT,3.PFMIN
52864,1180,0,2,0,2,0,2
54464,1141,0,2,0,2,0,2
56064,1137,0,2,0,2,0,2
57664,1134,0,2,0,2,0,2
59264,1133,0,2,0,2,0,2
60864,1134,0,2,0,2,0,2
62464,1146,0,2,0,2,0,2
64064,1123,0,2,0,2,0,2
65664,1118,0,2,0,2,0,2
67264,1135,0,2,0,2,0,2
68864,1135,0,2,0,2,0,2
70464,1116,0,2,0,2,0,2
72064,1111,0,2,0,2,0,2
73664,1125,0,2,0,2,0,2
75264,1123,0,2,0,2,0,2
76864,1111,0,2,0,2,0,2
78464,1113,0,2,0,2,0,2
80064,1129,0,2,0,2,0,2
96064,1123,0,2,0,2,0,2
112064,1119,0,2,0,2,0,2
128064,1122,0,2,0,2,0,2
144064,2258,0,3,0,2,0,2
160064,1105,0,2,0,2,0,2
176064,1143,0,2,0,2,0,2
192064,1141,0,2,0,2,0,2
208064,1192,0,2,0,2,0,2
224064,1175,0,2,0,2,0,2
240064,1138,0,2,0,2,0,2
256064,1220,0,2,0,2,0,2
272064,1122,0,2,0,2,0,2
288064,2140,0,3,0,2,0,2
304064,1211,0,2,0,2,0,2
320064,1213,0,2,0,2,0,2
336064,1163,0,2,0,2,0,2
352064,1172,0,2,0,2,0,2
368064,1145,0,2,0,2,0,2
384064,1152,0,2,0,2,0,2
400064,1158,0,2,0,2,0,2
416064,1180,0,2,0,2,0,2
432064,2198,0,3,0,2,0,2
448064,1197,0,2,0,2,0,2
464064,1138,0,2,0,2,0,2
480064,1156,0,2,0,2,0,2
496064,1131,0,2,0,2,0,2
512064,1148,0,2,0,2,0,2
528064,1155,0,2,0,2,0,2
544064,1194,0,2,0,2,0,2
560064,1145,0,2,0,2,0,2
576064,2181,0,3,0,2,0,2
592064,1168,0,2,0,2,0,2
608064,1133,0,2,0,2,0,2
624064,1178,0,2,0,2,0,2
640064,1198,0,2,0,2,0,2
656064,1164,0,2,0,2,0,2
672064,1150,0,2,0,2,0,2
688064,1185,0,2,0,2,0,2
704064,1159,0,2,0,2,0,2
720064,2079,0,3,0,2,0,2
736064,1201,0,2,0,2,0,2
752064,1201,0,2,0,2,0,2
768064,1141,0,2,0,2,0,2
784064,1188,0,2,0,2,0,2
800064,1222,0,2,0,2,0,2
960064,2180,0,3,0,2,0,2
1120064,2169,0,3,0,2,0,2
1280064,2125,0,3,0,2,0,2
1440064,2107,0,3,0,2,0,2
1600064,2142,0,3,0,2,0,2
1760064,2204,0,3,0,2,0,2
1920064,2115,0,3,0,2,0,2
2080064,2491,0,3,0,2,0,2
2240064,2120,0,3,0,2,0,2
2400064,2099,0,3,0,2,0,2
2560064,2101,0,3,0,2,0,2
2720064,2128,0,3,0,2,0,2
2880064,2138,0,3,0,2,0,2
3040064,2100,0,3,0,2,0,2
3200064,2112,0,3,0,2,0,2
3360064,2075,0,3,0,2,0,2
3520064,2188,0,3,0,2,0,2
3680064,2115,0,3,0,2,0,2
3840064,2141,0,3,0,2,0,2
4000064,2154,0,3,0,2,0,2
4160064,2448,0,3,0,2,0,2
4320064,2085,0,3,0,2,0,2
4480064,2076,0,3,0,2,0,2
4640064,2070,0,3,0,2,0,2
4800064,2100,0,3,0,2,0,2
4960064,2095,0,3,0,2,0,2
5120064,2092,0,3,0,2,0,2
5280064,2132,0,3,0,2,0,2
5440064,2098,0,3,0,2,0,2
5600064,2101,1,3,0,2,1,2
5760064,2118,0,3,0,2,0,2
5920064,2188,0,3,0,2,0,2
6080064,2164,0,3,0,2,0,2
6240064,2467,0,3,0,2,0,2
6400064,2111,0,3,0,2,0,2
6560064,2122,0,3,0,2,0,2
6720064,2102,0,3,0,2,0,2
6880064,2106,0,3,0,2,0,2
7040064,2121,1,3,0,2,0,2
7200064,2095,0,3,0,2,0,2
7360064,2134,0,3,0,2,0,2
7520064,2172,0,3,0,2,0,2
7680064,2096,0,3,0,2,0,2
7840064,2114,0,3,0,2,0,2
8000064,2107,0,3,0,2,0,2
9600064,2431,0,3,0,2,0,2
11200064,2493,0,3,0,2,0,2
12800064,5053,1,3,0,2,1,2
14400064,2117,0,3,0,2,0,2
16000064,2443,0,3,0,2,0,2
17600064,2571,0,3,0,2,0,2
19200064,2464,0,3,0,2,0,2
20800064,2102,0,3,0,2,0,2
22400064,2495,0,3,0,2,0,2
24000064,2489,0,3,0,2,0,2
25600064,2519,0,3,0,2,0,2
27200064,2534,1,3,0,2,0,2
28800064,2155,0,3,0,2,0,2
30400064,2450,0,3,0,2,0,2
32000064,2471,0,3,0,2,0,2
33600064,31963,0,3,0,3,0,3
35200064,31870,0,3,0,3,0,3
36800064,31616,0,3,0,3,0,3
38400064,32370,1,3,0,3,0,3
40000064,32292,0,3,0,3,0,3
41600064,32011,1,3,0,3,1,3
43200064,31691,0,3,0,3,0,3
44800064,32553,0,3,0,3,0,3
46400064,32278,0,3,0,3,0,3
48000064,32059,0,3,0,3,0,3
49600064,31843,0,3,0,3,0,3
51200064,31479,0,3,0,3,0,3
52800064,32368,1,3,0,3,0,3
54400064,32006,0,3,0,3,0,3
56000064,31992,1,3,0,3,1,3
57600064,31608,0,3,0,3,0,3
59200064,32484,0,3,0,3,0,3
60800064,32334,0,3,0,3,0,3
62400064,32104,0,3,0,3,0,3
64000064,31975,0,3,0,3,0,3
65600064,32682,0,3,0,3,0,3
67200064,32477,0,3,0,3,0,3
68800064,32373,0,3,0,3,0,3
70400064,32176,0,3,0,3,0,3
72000064,33046,0,3,0,3,0,3
73600064,32801,0,3,0,3,0,3
75200064,32457,0,3,0,3,0,3
76800064,32344,0,3,0,3,0,3
78400064,33317,0,3,0,3,0,3
80000064,33065,0,3,0,3,0,3
96000064,32944,0,3,0,3,0,3
112000064,33775,0,3,0,3,0,3
128000064,33696,0,3,0,3,0,3
