N,Time,1.INT,1.PFMIN,2.INT,2.PFMIN,3.INT,3.PFMIN
752064,0,0,6,0,6,0,6
768064,0,0,6,0,6,0,6
784064,0,0,6,0,6,0,6
800064,0,0,6,0,6,0,6
960064,0,0,46,0,6,0,6
1120064,0,0,45,1,6,1,6
1280064,0,0,45,1,6,0,6
1440064,0,1,45,1,6,1,6
1600064,0,2,45,1,6,1,6
1760064,0,1,45,0,6,0,6
1920064,0,1,45,0,6,0,6
2080064,0,0,45,0,6,0,6
2240064,0,0,45,0,6,0,6
2400064,0,2,45,0,6,0,6
2560064,0,2,45,1,6,1,6
2720064,0,1,45,1,6,1,6
2880064,0,1,45,1,6,1,6
3040064,0,0,45,1,6,1,6
3200064,0,0,45,0,6,0,6
3360064,0,1,45,0,6,0,6
3520064,0,1,46,0,6,0,6
3680064,0,1,45,0,6,0,6
3840064,0,2,45,1,6,1,6
4000064,0,0,45,1,6,1,6
4160064,0,0,45,1,6,1,6
4320064,0,2,45,1,6,1,6
4480064,0,1,45,1,6,1,6
4640064,0,1,45,0,6,0,6
4800064,0,1,45,1,6,1,6
4960064,0,1,45,0,6,0,6
5120064,0,2,45,1,6,1,6
5280064,0,1,45,1,6,1,6
5440064,0,2,45,1,6,1,6
5600064,0,1,45,1,6,1,6
5760064,0,1,45,1,6,1,6
5920064,0,1,45,1,6,1,6
6080064,0,1,46,1,6,1,6
6240064,0,1,45,1,6,1,6
6400064,0,1,45,1,6,1,6
6560064,0,1,45,1,6,2,6
6720064,0,1,45,1,6,2,6
6880064,0,1,45,1,6,2,6
7040064,0,2,45,1,6,2,6
7200064,0,1,45,2,6,1,6
7360064,0,1,45,1,6,1,6
7520064,0,1,45,2,6,1,6
7680064,0,1,45,2,6,3,6
7840064,0,1,45,1,6,2,6
8000064,0,2,45,1,6,1,6
9600064,0,2,397,2,6,3,6
11200064,0,2,397,2,6,2,6
12800064,0,3,3131,1,6,1,6
14400064,0,2,396,2,6,2,6
16000064,0,2,397,2,6,2,6
17600064,0,3,397,2,6,2,6
19200064,0,3,396,2,6,2,6
20800064,0,4,397,3,6,4,6
22400064,0,3,396,4,6,5,6
24000064,0,5,397,4,6,5,6
25600064,0,3,397,4,6,5,6
27200064,0,5,396,5,6,4,6
28800064,0,4,397,4,6,3,6
30400064,0,4,397,5,6,4,6
32000064,0,4,396,4,6,4,6
33600064,0,10,8210,10,8210,10,8210
35200064,0,11,8600,11,8600,10,8600
36800064,0,11,8991,11,8991,11,8991
38400064,0,12,9382,11,9382,12,9382
40000064,0,13,9772,13,9772,12,9772
41600064,0,13,10163,13,10163,12,10163
43200064,0,12,10553,13,10553,13,10553
44800064,0,13,10944,13,10944,13,10944
46400064,0,13,11335,15,11335,14,11335
48000064,0,14,11725,15,11725,16,11725
49600064,0,15,12116,14,12116,14,12116
51200064,0,15,12507,15,12507,15,12507
52800064,0,16,12897,15,12897,16,12897
54400064,0,17,13288,16,13288,20,13288
56000064,0,20,13678,18,13678,16,13678
57600064,0,18,14069,17,14069,17,14069
59200064,0,17,14460,17,14460,17,14460
60800064,0,17,14850,18,14850,18,14850
62400064,0,18,15241,18,15241,18,15241
64000064,0,19,15632,20,15632,20,15632
65600064,0,19,16022,19,16022,19,16022
67200064,0,19,16413,20,16413,20,16413
68800064,0,20,16803,20,16803,20,16803
70400064,0,20,17194,22,17194,21,17194
72000064,0,21,17585,22,17585,23,17585
73600064,0,22,17975,22,17975,21,17975
75200064,0,22,18366,23,18366,21,18366
76800064,0,23,18757,22,18757,22,18757
78400064,0,23,19147,23,19147,23,19147
80000064,0,23,19538,26,19538,23,19538
96000064,0,28,23444,28,23444,29,23444
112000064,0,32,27350,33,27350,36,27350
128000064,0,37,31257,38,31257,37,31257
