N,Time,1.INT,1.PFMIN,2.INT,2.PFMIN,3.INT,3.PFMIN
51200064,0,15,12503,16,12503,16,12503
52800064,0,15,12893,17,12893,16,12893
54400064,0,16,13284,17,13284,16,13284
56000064,0,16,13674,17,13674,17,13674
57600064,0,16,14065,19,14065,18,14065
59200064,0,17,14456,18,14456,18,14456
60800064,0,18,14846,18,14846,18,14846
62400064,0,18,15237,19,15237,20,15237
64000064,0,19,15628,22,15628,19,15628
65600064,0,20,16018,19,16018,20,16018
67200064,0,20,16409,21,16409,20,16409
68800064,0,23,16799,20,16799,20,16799
70400064,0,20,17190,21,17190,23,17190
72000064,0,21,17581,22,17581,23,17581
73600064,0,21,17971,22,17971,22,17971
75200064,0,22,18362,23,18362,24,18362
76800064,0,22,18753,24,18753,23,18753
78400064,0,22,19143,24,19143,24,19143
80000064,0,23,19534,24,19534,24,19534
96000064,0,28,23440,28,23440,31,23440
112000064,0,34,27346,34,27346,33,27346
128000064,0,36,31253,37,31253,39,31253
